Title,Subtitle,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Bonne-Nouvelle,Apartment with veranda+courtyard Montorgueil,"€ 4,779 total",https://www.airbnb.comwww.airbnb.com/rooms/53502534?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141450_kbWjiHwtqYFVW9qk&previous_page_section_name=1000,2,4.88 (26),Guest favorite,2024-07-08,2024-07-12,No,No,53502534
Apartment in Opéra,Romantic 150m² near Opera - Hidden Gem w/ AirCon,"€ 5,571 total",https://www.airbnb.comwww.airbnb.com/rooms/49184174?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_1nGARVxvq3iubkvu&previous_page_section_name=1000,2,4.82 (121),Superhost,2024-07-08,2024-07-12,Yes,No,49184174
Apartment in Paris,The most beautiful apartment in the 2nd district,"€ 3,842 total",https://www.airbnb.comwww.airbnb.com/rooms/1107077130499002026?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_owl7gcfLMjuT8xvS&previous_page_section_name=1000,2,5.0 (10),Guest favorite,2024-07-08,2024-07-12,No,No,1107077130499002026
Apartment in Palais-Royal,Beautiful Loft with Terrace - Louvre Museum V,"€ 2,388 total",https://www.airbnb.comwww.airbnb.com/rooms/574364646781540870?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_NdAt2qiyQoqsWFNF&previous_page_section_name=1000,2,4.78 (54),N/A,2024-07-08,2024-07-12,Yes,No,574364646781540870
Apartment in Bonne-Nouvelle,Luxury central 3 bedrooms flat Grands Boulevards,"€ 1,822 total",https://www.airbnb.comwww.airbnb.com/rooms/751953833448138766?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_pWkzAZi4izxmqZHf&previous_page_section_name=1000,2,4.41 (34),N/A,2024-07-08,2024-07-12,No,No,751953833448138766
Apartment in Temple,Bohemian Chic 3 BDR Apartment in Le Marais,"€ 2,136 total",https://www.airbnb.comwww.airbnb.com/rooms/52317072?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_1IBcFHdyQWTRHOq0&previous_page_section_name=1000,2,4.74 (136),N/A,2024-07-08,2024-07-12,Yes,No,52317072
Apartment in Temple,Amazing Duplex 5BR/10P - Etienne Marcel,"€ 3,680 total",https://www.airbnb.comwww.airbnb.com/rooms/1135999888408201933?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_FokNfYyHHMjpqgs9&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1135999888408201933
Apartment in Palais-Royal,Typical Parisian Flat#3Bedrooms#Opera#Louvre,"€ 3,291 total",https://www.airbnb.comwww.airbnb.com/rooms/1020172770222147363?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_bWVRFTEtkIASb3Ki&previous_page_section_name=1000,2,4.83 (12),N/A,2024-07-08,2024-07-12,No,No,1020172770222147363
Apartment in Opéra,Grands boulevards Chic Folies Bergères,"€ 1,652 total",https://www.airbnb.comwww.airbnb.com/rooms/47713799?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_eYGC7UKqbiZhTm6J&previous_page_section_name=1000,2,4.86 (112),Superhost,2024-07-08,2024-07-12,No,No,47713799
Apartment in Bonne-Nouvelle,216 Suite Vintage spirit - Superb Apartement,"€ 2,526 total",https://www.airbnb.comwww.airbnb.com/rooms/53530344?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_cGFMG8Gck7ZSL0TW&previous_page_section_name=1000,2,4.87 (104),N/A,2024-07-08,2024-07-12,Yes,No,53530344
Apartment in Opéra,LuxuryHome in heart of PARIS-Opera/Eurostar 6 pers,"€ 1,386 total",https://www.airbnb.comwww.airbnb.com/rooms/960024892442215663?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_EBnFBNvcETb5Vxvn&previous_page_section_name=1000,2,4.62 (26),N/A,2024-07-08,2024-07-12,No,No,960024892442215663
Apartment in Opéra,"Beautiful, spacious and warm place, right in the center","€ 1,651 total",https://www.airbnb.comwww.airbnb.com/rooms/810102060256752597?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_33KJdBBY3BNRumbb&previous_page_section_name=1000,2,4.77 (31),Superhost,2024-07-08,2024-07-12,No,No,810102060256752597
Apartment in Opéra,Fantastic apartment for 8 people with AC,"€ 2,705 total",https://www.airbnb.comwww.airbnb.com/rooms/13670403?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_ELrXzqZgn2GSoq31&previous_page_section_name=1000,2,4.73 (164),N/A,2024-07-08,2024-07-12,Yes,No,13670403
Apartment in Temple,Central and colorful 3 bedroom apartment Paris,"€ 2,241 total",https://www.airbnb.comwww.airbnb.com/rooms/1148428205912356420?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_Npwvzh9yUq%2Fn%2Fvsl&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1148428205912356420
Apartment in Bonne-Nouvelle,167 Suite K - Superb apartment in Paris,"€ 1,516 total",https://www.airbnb.comwww.airbnb.com/rooms/48796305?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_ZOgHiFFUfk8nHQba&previous_page_section_name=1000,2,4.5 (141),N/A,2024-07-08,2024-07-12,No,No,48796305
Apartment in Bonne-Nouvelle,101 Suite Greg - Superb apartment in Paris,"€ 1,597 total",https://www.airbnb.comwww.airbnb.com/rooms/13396700?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_N7dFkEqFECdrXwol&previous_page_section_name=1000,2,4.35 (303),N/A,2024-07-08,2024-07-12,No,No,13396700
Apartment in Bonne-Nouvelle,At Terrasses de la Lune in the heart of Paris,"€ 2,880 total",https://www.airbnb.comwww.airbnb.com/rooms/820761770769971621?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_mN1HXcwnmSunvtT5&previous_page_section_name=1000,2,5.0 (6),Guest favorite,2024-07-08,2024-07-12,No,No,820761770769971621
Apartment in Bonne-Nouvelle,306 Suite Tigre - Superb apartment in Paris,"€ 1,656 total",https://www.airbnb.comwww.airbnb.com/rooms/1071999494068526946?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141456_ng5Qkd%2BiP9jSSbbe&previous_page_section_name=1000,2,5.0 (7),N/A,2024-07-08,2024-07-12,No,No,1071999494068526946
Apartment in Opéra,Amazing Flat in Paris Center,"€ 1,498 total",https://www.airbnb.comwww.airbnb.com/rooms/932440448826150791?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_GrgmksF4Aj2XvzH9&previous_page_section_name=1000,2,4.63 (30),N/A,2024-07-08,2024-07-12,No,No,932440448826150791
Apartment in Place Vendôme,Great Home right in the Heart of Paris - Louvre,"€ 1,346 total",https://www.airbnb.comwww.airbnb.com/rooms/1146338745229086503?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_vEfUf2iUNTj69uli&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1146338745229086503
Apartment in Opéra,A Luxurious 3BR/3BA with A/C in Opéra-Bourse,"€ 3,788 total",https://www.airbnb.comwww.airbnb.com/rooms/792607630544924055?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_%2FGa4zGPQK04tN7Oz&previous_page_section_name=1000,2,4.95 (42),Guest favorite,2024-07-08,2024-07-12,Yes,No,792607630544924055
Apartment in Paris,Superb Apartment Opera Palais Royal,"€ 3,209 total",https://www.airbnb.comwww.airbnb.com/rooms/1086970514019174696?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_%2BDVN97kC2Ahe002f&previous_page_section_name=1000,2,4.67 (3),N/A,2024-07-08,2024-07-12,No,No,1086970514019174696
Apartment in Les Halles,Luxury flat in Paris Rivoli with balcony 2/6P,"€ 1,738 total",https://www.airbnb.comwww.airbnb.com/rooms/1133099021673765416?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_EOX0JAQuXmGZtViW&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1133099021673765416
Apartment in Paris,Apartment in the heart of Paris Grand Boulevard - II,"€ 2,196 total",https://www.airbnb.comwww.airbnb.com/rooms/1127291108810996419?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_cqV%2FW5GGtWOFsYcn&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1127291108810996419
Apartment in Bonne-Nouvelle,215 Suite Esprit Nature - Superb apartment,"€ 2,796 total",https://www.airbnb.comwww.airbnb.com/rooms/53490856?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_V8mFLg%2F26nyUli7x&previous_page_section_name=1000,2,4.78 (103),N/A,2024-07-08,2024-07-12,Yes,No,53490856
Apartment in Paris,LivinParis | Luxury 3 Bedrooms République,"€ 2,199 total",https://www.airbnb.comwww.airbnb.com/rooms/27746265?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_WsKvBXLPs3612RbS&previous_page_section_name=1000,2,4.8 (307),Superhost,2024-07-08,2024-07-12,No,Yes,27746265
Apartment in Opéra,Duplex with balcony in the heart of Paris,"€ 2,769 total",https://www.airbnb.comwww.airbnb.com/rooms/922311640745574824?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_9%2FPWQ%2BWNmXyCeyEI&previous_page_section_name=1000,2,5.0 (6),Guest favorite,2024-07-08,2024-07-12,No,No,922311640745574824
Apartment in Bonne-Nouvelle,305 Suite Lion - Superb apartment in Paris,"€ 1,668 total",https://www.airbnb.comwww.airbnb.com/rooms/1080159116863609212?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_CRlBc86%2B10UEmjyf&previous_page_section_name=1000,2,4.56 (9),N/A,2024-07-08,2024-07-12,No,No,1080159116863609212
Apartment in Les Halles,Wonderful Flat in the Very Heart of Paris,"€ 1,543 total",https://www.airbnb.comwww.airbnb.com/rooms/1153512167209863745?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_Ax%2F3fYYsHg2JrKRx&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1153512167209863745
Apartment in Paris,Edgar Suites Grands Boulevards - Hauteville,"€ 2,484 total",https://www.airbnb.comwww.airbnb.com/rooms/44441869?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_OD%2FdKJWOkMOcK1Ys&previous_page_section_name=1000,2,4.91 (139),Guest favorite,2024-07-08,2024-07-12,Yes,No,44441869
Apartment in Opéra,Enjoy Parisian Life in an Elegant Flat in Opéra,"€ 1,468 total",https://www.airbnb.comwww.airbnb.com/rooms/1091147153109883601?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_XJZ%2BlcUyv2PU43Lc&previous_page_section_name=1000,2,4.17 (6),N/A,2024-07-08,2024-07-12,No,No,1091147153109883601
Apartment in Bonne-Nouvelle,Charming Apartment Sentier,"€ 1,749 total",https://www.airbnb.comwww.airbnb.com/rooms/968543245608749993?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_WXzh1OKervtFCzPB&previous_page_section_name=1000,2,5.0 (5),Guest favorite,2024-07-08,2024-07-12,No,No,968543245608749993
Apartment in Paris,Stylish Flat in Paris' Best District : Le Marais,"€ 1,614 total",https://www.airbnb.comwww.airbnb.com/rooms/1156425073312511566?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_6YbCrtOBzFU3hXxc&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1156425073312511566
Apartment in Temple,3 bedroom apartment near Châtelet-Les Halles,"€ 2,373 total",https://www.airbnb.comwww.airbnb.com/rooms/1147769038269701019?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141464_l2ddc5lq2tanrV5J&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1147769038269701019
Apartment in Opéra,Cozy 3 bedrooms apartment - Louvre & Opéra,"€ 1,814 total",https://www.airbnb.comwww.airbnb.com/rooms/1158494882031559259?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_hVSOSXHy2u5kEhjR&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1158494882031559259
Apartment in Paris,Apartment8P# Grevin Museum # Grand Rex# Galerie Vivienne,"€ 3,219 total",https://www.airbnb.comwww.airbnb.com/rooms/975951121725108063?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_AhwSMfHuA%2F5rJfhV&previous_page_section_name=1000,2,4.91 (11),Guest favorite,2024-07-08,2024-07-12,No,No,975951121725108063
Apartment in Saint Ambroise,140-Suite Ludo - Superb apartment in Paris,"€ 1,955 total",https://www.airbnb.comwww.airbnb.com/rooms/40579723?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_ImMbtxgbmWQsTONq&previous_page_section_name=1000,2,4.28 (158),N/A,2024-07-08,2024-07-12,No,No,40579723
Loft in Paris,Loft Canal Saint Martin,"€ 1,423 total",https://www.airbnb.comwww.airbnb.com/rooms/1054838?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_phlW%2B3n0nzX%2F%2BlZ1&previous_page_section_name=1000,2,4.76 (56),Superhost,2024-07-08,2024-07-12,No,No,1054838
Apartment in Opéra,105-Suite Eliot - Superb Duplex in Paris,€ 928 total,https://www.airbnb.comwww.airbnb.com/rooms/964177357130091583?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_3aox7BKb3J4CQLww&previous_page_section_name=1000,2,4.19 (31),N/A,2024-07-08,2024-07-12,No,No,964177357130091583
Apartment in Les Halles,Convenient apartment just a stone's throw from the Louvre,"€ 1,279 total",https://www.airbnb.comwww.airbnb.com/rooms/53666693?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_wZATsNccSUSRIiPB&previous_page_section_name=1000,2,4.49 (87),N/A,2024-07-08,2024-07-12,No,No,53666693
Apartment in Bonne-Nouvelle,New flat with terrace Centre de Paris Bourse,"€ 2,660 total",https://www.airbnb.comwww.airbnb.com/rooms/1110776601533907427?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_XVx1IyCwd0b2W6fj&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1110776601533907427
Apartment in Opéra,AmazingApartment #GalleriesLafayette #Madeleine#AC,"€ 3,789 total",https://www.airbnb.comwww.airbnb.com/rooms/1049833261720974389?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_KOgYuueNMOMhBSsa&previous_page_section_name=1000,2,5.0 (9),Guest favorite,2024-07-08,2024-07-12,No,No,1049833261720974389
Apartment in Opéra,Family apartment in Paris,"€ 2,194 total",https://www.airbnb.comwww.airbnb.com/rooms/974549133785183538?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_bko91zEeZiBD2nSk&previous_page_section_name=1000,2,4.86 (28),N/A,2024-07-08,2024-07-12,Yes,No,974549133785183538
Apartment in Temple,Fancy Home close to Montorgueil/Marais,"€ 3,459 total",https://www.airbnb.comwww.airbnb.com/rooms/1067185846882110336?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_YdsVx5oK156Xw6gQ&previous_page_section_name=1000,2,5.0 (6),Guest favorite,2024-07-08,2024-07-12,Yes,No,1067185846882110336
Apartment in Place Vendôme,Charming Apt near Tuileries Garden/Arc de Triomphe,"€ 2,793 total",https://www.airbnb.comwww.airbnb.com/rooms/52312712?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_nDN9sBvI5UAWg2b3&previous_page_section_name=1000,2,4.67 (85),N/A,2024-07-08,2024-07-12,No,No,52312712
Apartment in Paris,GuestReady - Elegance in trasbourg-Saint-Denis,"€ 1,618 total",https://www.airbnb.comwww.airbnb.com/rooms/1136923230366361498?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_ULn06h%2FS1EIe3qEC&previous_page_section_name=1000,2,4.33 (3),N/A,2024-07-08,2024-07-12,No,No,1136923230366361498
Apartment in Opéra,102 - Urban Opera Picasso,"€ 3,430 total",https://www.airbnb.comwww.airbnb.com/rooms/804791366030431534?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_ecqrQYvtk0Ilmnix&previous_page_section_name=1000,2,4.75 (32),N/A,2024-07-08,2024-07-12,No,No,804791366030431534
Apartment in Place Vendôme,Great Studio,"€ 1,588 total",https://www.airbnb.comwww.airbnb.com/rooms/1125914697451078405?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_X%2BHStykZ8PvcMhDw&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1125914697451078405
Condo in Temple,Parisian house,"€ 1,336 total",https://www.airbnb.comwww.airbnb.com/rooms/1095053352007463260?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_zodGhS7RDXwQwtEK&previous_page_section_name=1000,2,5.0 (3),Superhost,2024-07-08,2024-07-12,No,No,1095053352007463260
Apartment in Place Vendôme,Apartment in Paris Opéra Louvre,"€ 1,749 total",https://www.airbnb.comwww.airbnb.com/rooms/893914631021318199?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141472_u0O02JIa5fhd%2FmI5&previous_page_section_name=1000,2,4.69 (61),N/A,2024-07-08,2024-07-12,No,No,893914631021318199
Apartment in Paris,Luxurious and new apartment in the center of Paris,"€ 2,461 total",https://www.airbnb.comwww.airbnb.com/rooms/53120782?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_HrCWGKVfu2KHskAO&previous_page_section_name=1000,2,4.75 (88),N/A,2024-07-08,2024-07-12,No,No,53120782
Apartment in Temple,🥐 Superb souplex - Paris 3 - Marais district 🥐,"€ 1,794 total",https://www.airbnb.comwww.airbnb.com/rooms/42823466?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_gjtPxxAfPAPbYP4T&previous_page_section_name=1000,2,4.19 (67),N/A,2024-07-08,2024-07-12,No,No,42823466
Apartment in Place Vendôme,Extraordinary Apt 6 pers - Louvre Museum/Tuileries,"€ 3,749 total",https://www.airbnb.comwww.airbnb.com/rooms/37699024?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_ekmY1JR4pK4NRCer&previous_page_section_name=1000,2,4.84 (110),Superhost,2024-07-08,2024-07-12,No,No,37699024
Apartment in Buttes-Montmartre,Big Apt Sacré Cœur & Moulin Rouge in Paris,"€ 2,171 total",https://www.airbnb.comwww.airbnb.com/rooms/775058258530157776?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_%2BHXrc6seORzzQJCc&previous_page_section_name=1000,2,4.52 (23),N/A,2024-07-08,2024-07-12,No,No,775058258530157776
Loft in Paris,200m2 - Parisian Authentic & Really Central Loft,"€ 3,780 total",https://www.airbnb.comwww.airbnb.com/rooms/1115710?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_DLDa654WexJ5rZ5H&previous_page_section_name=1000,2,4.71 (246),N/A,2024-07-08,2024-07-12,No,No,1115710
Apartment in Paris,Apartment in Marais: 3 bedrooms,"€ 2,213 total",https://www.airbnb.comwww.airbnb.com/rooms/35610470?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_KAh3%2Fm50l%2F8hbCoU&previous_page_section_name=1000,2,4.98 (41),Guest favorite,2024-07-08,2024-07-12,No,No,35610470
Apartment in Opéra,Sweet Inn | Spacious 4BR with an artistic vibe,"€ 2,752 total",https://www.airbnb.comwww.airbnb.com/rooms/825251068018137556?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_w%2BAHdksgkQTUrtG2&previous_page_section_name=1000,2,4.59 (32),N/A,2024-07-08,2024-07-12,No,No,825251068018137556
Apartment in Paris,317 Suite Martin - Superb apartment in Paris,"€ 1,163 total",https://www.airbnb.comwww.airbnb.com/rooms/952651289471184988?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_zKBfITfTx52GpYhc&previous_page_section_name=1000,2,4.56 (32),N/A,2024-07-08,2024-07-12,No,No,952651289471184988
Apartment in Opéra,An Elegant & Luminous 2-BR/2BA in Opéra,"€ 2,578 total",https://www.airbnb.comwww.airbnb.com/rooms/48726750?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_z0BAbtSKsLA0VIWz&previous_page_section_name=1000,2,4.57 (76),N/A,2024-07-08,2024-07-12,No,No,48726750
Apartment in Buttes-Montmartre,Design 3 BDR 2 BTH Loft Style Apt in Montmartre !,"€ 2,052 total",https://www.airbnb.comwww.airbnb.com/rooms/781647749007992102?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_GlvrJeiBWYNhwGMF&previous_page_section_name=1000,2,4.96 (26),Guest favorite,2024-07-08,2024-07-12,No,No,781647749007992102
Apartment in Paris,Le Ruby D'Hauteville - Coeur de Paris - Unique,"€ 1,562 total",https://www.airbnb.comwww.airbnb.com/rooms/993902080494199480?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_Ki4oQZtt53Zdd0En&previous_page_section_name=1000,2,4.35 (26),N/A,2024-07-08,2024-07-12,No,No,993902080494199480
Apartment in Place Vendôme,Extraordinary Apt 6 pers - Louvre Museum/Tuileries,"€ 3,749 total",https://www.airbnb.comwww.airbnb.com/rooms/37698396?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_ShYpBvdbmlaCB72r&previous_page_section_name=1000,2,4.8 (129),Superhost,2024-07-08,2024-07-12,Yes,No,37698396
Apartment in Opéra,Exceptional Duplex / Green Terrace and Glass Roof,"€ 1,674 total",https://www.airbnb.comwww.airbnb.com/rooms/1064433?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_vlNiCM3byXU6WNV7&previous_page_section_name=1000,2,4.54 (81),N/A,2024-07-08,2024-07-12,No,No,1064433
Apartment in Temple,Urban Flat 175 - Loft St Denis,"€ 1,739 total",https://www.airbnb.comwww.airbnb.com/rooms/1092606749861106001?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_68hXEOIowQbl6iw4&previous_page_section_name=1000,2,4.67 (3),N/A,2024-07-08,2024-07-12,No,No,1092606749861106001
Apartment in Paris,Stunning apartment Arc de Triomphe/Champs Elysées,"€ 1,881 total",https://www.airbnb.comwww.airbnb.com/rooms/1158577058748472276?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_SOPg1tEZ88YOwvDQ&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1158577058748472276
Condo in Madeleine,180sqm 2000sqft 4br penthouse near Champs Elysées,"€ 3,727 total",https://www.airbnb.comwww.airbnb.com/rooms/4008153?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_VBXdIikstfv1b308&previous_page_section_name=1000,2,4.94 (190),Guest favorite,2024-07-08,2024-07-12,No,No,4008153
Apartment in Opéra,697 Suite Cadet 2 - Superb apartment in Paris,"€ 1,603 total",https://www.airbnb.comwww.airbnb.com/rooms/1148452375049251894?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141480_krYUDd12xgrqu1xc&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1148452375049251894
Apartment in Les Halles,Between Louvre and Marais 3 bedrooms 7/8 p,"€ 4,377 total",https://www.airbnb.comwww.airbnb.com/rooms/18483363?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141488_LcUnN9gai3EXVrDK&previous_page_section_name=1000,2,4.98 (62),Guest favorite,2024-07-08,2024-07-12,No,No,18483363
Apartment in Buttes-Montmartre,Large apartment at the foot of Montmartre,"€ 1,582 total",https://www.airbnb.comwww.airbnb.com/rooms/909229606817171281?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141488_FoqnkVNjWIwObyoe&previous_page_section_name=1000,2,4.98 (46),Guest favorite,2024-07-08,2024-07-12,No,No,909229606817171281
Apartment in Bonne-Nouvelle,The wonderful - Elegant Duplex - Heart of Paris,"€ 1,947 total",https://www.airbnb.comwww.airbnb.com/rooms/1131675957606843941?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141488_pEmVF8TWtDLVaEcd&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1131675957606843941
Apartment in Opéra,GuestReady - A classic touch of Parisian glamour,"€ 2,150 total",https://www.airbnb.comwww.airbnb.com/rooms/957774221191844095?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141488_8ymzfDkAeqYkobuG&previous_page_section_name=1000,2,4.97 (32),Guest favorite,2024-07-08,2024-07-12,Yes,No,957774221191844095
Apartment in Opéra,Little cocoon with an Eiffel Tower view,"€ 1,176 total",https://www.airbnb.comwww.airbnb.com/rooms/1120815063984076342?adults=6&search_mode=regular_search&check_in=2024-07-08&check_out=2024-07-12&source_impression_id=p3_1716141488_u6pkGDWsNSNO35vI&previous_page_section_name=1000,2,New,N/A,2024-07-08,2024-07-12,No,No,1120815063984076342
