Title,Subtitle,Price,URL,Bedrooms,Review_rating,Superhost,Check_in,Check_out,Competitor,Livinparis,Listing_id
Apartment in Palais-Royal,LivinParis | Luxury 3 Bedrooms Le Louvre II,"€ 2,931 total",https://www.airbnb.comwww.airbnb.com/rooms/41575233?adults=6&children=0&enable_m3_private_room=true&infants=0&pets=0&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-05&source_impression_id=p3_1716141279_0tR321PEmeGhiqwu&previous_page_section_name=1000,2,4.87 (232),Sep 2 – 5,2024-09-02,2024-09-06,No,Yes,41575233
Apartment in Bonne-Nouvelle,LivinParis | Luxury 3 Bedrooms Grand-Boulevard I,"€ 2,444 total",https://www.airbnb.comwww.airbnb.com/rooms/13386060?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_R3fw5PeDZM%2FlpvlL&previous_page_section_name=1000,2,4.58 (278),N/A,2024-09-02,2024-09-06,No,Yes,13386060
Apartment in Paris,LivinParis | NEW Luxury A/C 3 Bedrooms Le Louvre I,"€ 3,819 total",https://www.airbnb.comwww.airbnb.com/rooms/1068759626559812433?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_HGbMvKxLjyiDXCqC&previous_page_section_name=1000,2,5.0 (6),Guest favorite,2024-09-02,2024-09-06,No,Yes,1068759626559812433
Apartment in Bonne-Nouvelle,Exceptional 3 bedrooms Apartment Heart of Paris,"€ 4,115 total",https://www.airbnb.comwww.airbnb.com/rooms/1146304558640090915?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_JHUmCAEhSb%2BQsbhN&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1146304558640090915
Apartment in Temple,Les Halles - Pompidou - Marais - 12p - 5BD,"€ 4,109 total",https://www.airbnb.comwww.airbnb.com/rooms/49644497?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_VrUAi9BB80UZ%2FXJ5&previous_page_section_name=1000,2,4.98 (193),Guest favorite,2024-09-02,2024-09-06,Yes,No,49644497
Apartment in Opéra,LivinParis | Luxury 4 Bedrooms Opera Lafayette IV,"€ 2,831 total",https://www.airbnb.comwww.airbnb.com/rooms/19263737?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_GpQ9WjdkQC0ReF69&previous_page_section_name=1000,2,4.83 (287),Superhost,2024-09-02,2024-09-06,No,Yes,19263737
Apartment in Bonne-Nouvelle,Superb and new apartment in the Center of Paris,"€ 3,345 total",https://www.airbnb.comwww.airbnb.com/rooms/1096276964031121612?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_dpMvMYXPA%2FHMWwEJ&previous_page_section_name=1000,2,4.89 (9),Guest favorite,2024-09-02,2024-09-06,No,No,1096276964031121612
Apartment in Opéra,LivinParis | Luxury 3 Bedrooms Opera I,"€ 2,727 total",https://www.airbnb.comwww.airbnb.com/rooms/41574523?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_PUu%2BCLDcpZ3eunW9&previous_page_section_name=1000,2,4.94 (251),Guest favorite,2024-09-02,2024-09-06,No,Yes,41574523
Apartment in Bonne-Nouvelle,At Terrasses de la Lune in the heart of Paris,"€ 2,834 total",https://www.airbnb.comwww.airbnb.com/rooms/820761770769971621?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_wmWtevM%2FurpaK72p&previous_page_section_name=1000,2,5.0 (6),Guest favorite,2024-09-02,2024-09-06,No,No,820761770769971621
Apartment in Opéra,Sublim and new apartement Place Vendome/Opera,"€ 4,303 total",https://www.airbnb.comwww.airbnb.com/rooms/633180880881070316?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_Ge%2BBi9w9HUXwkbWY&previous_page_section_name=1000,2,4.92 (37),N/A,2024-09-02,2024-09-06,No,No,633180880881070316
Apartment in Temple,Marais loft - 4 bedrooms,"€ 4,452 total",https://www.airbnb.comwww.airbnb.com/rooms/8136227?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_bY6TOndrgTKkkJPr&previous_page_section_name=1000,2,4.92 (182),Guest favorite,2024-09-02,2024-09-06,Yes,No,8136227
Apartment in Opéra,LivinParis | NEW Luxury A/C 3 Bedrooms Opera III,"€ 3,315 total",https://www.airbnb.comwww.airbnb.com/rooms/944976077648948227?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_Lao64DvMTSezHkpj&previous_page_section_name=1000,2,4.95 (42),Guest favorite,2024-09-02,2024-09-06,No,Yes,944976077648948227
Apartment in Bonne-Nouvelle,Grandiose apartment in the heart of Paris.,"€ 4,649 total",https://www.airbnb.comwww.airbnb.com/rooms/773052174164998718?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141278_wT7YIccQ9w3uMzjT&previous_page_section_name=1000,2,4.98 (61),Superhost,2024-09-02,2024-09-06,Yes,No,773052174164998718
Apartment in Opéra,Elegant apartment on rue de Trévise,"€ 4,594 total",https://www.airbnb.comwww.airbnb.com/rooms/922890445850033279?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_RGy3vwJPwKSRK%2Brp&previous_page_section_name=1000,2,5.0 (18),Guest favorite,2024-09-02,2024-09-06,No,No,922890445850033279
Apartment in Bonne-Nouvelle,LivinParis | LUX A/C 3 BDR Louvre - Eiffel T. View,"€ 4,155 total",https://www.airbnb.comwww.airbnb.com/rooms/27747200?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_%2FcaqqglLNfX%2BJavD&previous_page_section_name=1000,2,4.9 (338),Guest favorite,2024-09-02,2024-09-06,No,Yes,27747200
Apartment in Temple,Historical 3 bedroom apartment in Le Marais,"€ 2,839 total",https://www.airbnb.comwww.airbnb.com/rooms/22578704?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_axf%2Fq2Up2maIWF2R&previous_page_section_name=1000,2,4.88 (195),Guest favorite,2024-09-02,2024-09-06,No,No,22578704
Apartment in Opéra,LivinParis | Luxury 3 Bedrooms Le Louvre I,"€ 2,979 total",https://www.airbnb.comwww.airbnb.com/rooms/13385996?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_8JpOVS%2FR9VU%2FECqo&previous_page_section_name=1000,2,4.76 (283),Superhost,2024-09-02,2024-09-06,No,Yes,13385996
Apartment in Bonne-Nouvelle,LivinParis | Luxury 4 Bedrooms Le Louvre,"€ 3,587 total",https://www.airbnb.comwww.airbnb.com/rooms/40101267?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_foFKtmjIHaW3jMYw&previous_page_section_name=1000,2,4.88 (224),Superhost,2024-09-02,2024-09-06,No,No,40101267
Apartment in Bonne-Nouvelle,Sublime in the heart of Paris.,"€ 6,085 total",https://www.airbnb.comwww.airbnb.com/rooms/930909044410593072?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_2v%2FyGNebHVgk1Hfk&previous_page_section_name=1000,2,4.95 (40),Guest favorite,2024-09-02,2024-09-06,Yes,No,930909044410593072
Apartment in Les Halles,"Large & comfy Family apartment, next to Louvre","€ 4,277 total",https://www.airbnb.comwww.airbnb.com/rooms/1130897219498076138?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_pJ43ByktVjLKaQyr&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1130897219498076138
Apartment in Temple,* Beautiful upscale duplex @ Montorgueil,"€ 3,195 total",https://www.airbnb.comwww.airbnb.com/rooms/999247335286273968?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_5lzDUB5AZu3RYBRj&previous_page_section_name=1000,2,5.0 (3),N/A,2024-09-02,2024-09-06,No,No,999247335286273968
Apartment in Opéra,Comfortable family apartement at Montorgueil 120m2,"€ 2,816 total",https://www.airbnb.comwww.airbnb.com/rooms/12640281?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_EMh4lXwX3sFT8hlb&previous_page_section_name=1000,2,4.98 (92),Guest favorite,2024-09-02,2024-09-06,No,No,12640281
Apartment in Opéra,Joie Paris Blanche - Opéra/Gare St Lazare,"€ 1,229 total",https://www.airbnb.comwww.airbnb.com/rooms/23675456?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_7c89CAJOLH5Jk6gT&previous_page_section_name=1000,2,4.76 (242),Superhost,2024-09-02,2024-09-06,No,No,23675456
Apartment in Bonne-Nouvelle,Luxury 2bedrooms flat Grands Boulevards 4/6P,"€ 2,021 total",https://www.airbnb.comwww.airbnb.com/rooms/751953260285920256?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_H4VyAVqn6VU3rxkj&previous_page_section_name=1000,2,4.59 (34),N/A,2024-09-02,2024-09-06,No,No,751953260285920256
Apartment in Bonne-Nouvelle,LivinParis | LUX AC 2 BDR Louvre - Sacré Cœur View,"€ 2,791 total",https://www.airbnb.comwww.airbnb.com/rooms/27747787?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_uD3C1jjprNr1q%2FX5&previous_page_section_name=1000,2,4.84 (243),Guest favorite,2024-09-02,2024-09-06,No,Yes,27747787
Apartment in Opéra,LivinParis | Luxury 4 Bedrooms Opera Lafayette II,"€ 2,831 total",https://www.airbnb.comwww.airbnb.com/rooms/19230958?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_70qF1B1Yg7a%2F%2Bv%2FA&previous_page_section_name=1000,2,4.85 (249),Superhost,2024-09-02,2024-09-06,No,Yes,19230958
Apartment in Temple,Charming family apartment in Paris center,"€ 2,378 total",https://www.airbnb.comwww.airbnb.com/rooms/644824505559446931?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_n9XYXTdNa5iwdd8%2F&previous_page_section_name=1000,2,4.72 (121),N/A,2024-09-02,2024-09-06,No,No,644824505559446931
Apartment in Paris,Sweet Inn | Sunlit 4BR near the Louvre museum,"€ 5,283 total",https://www.airbnb.comwww.airbnb.com/rooms/754967094184524412?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_iNFVvsSrwDzHagd8&previous_page_section_name=1000,2,5.0 (4),N/A,2024-09-02,2024-09-06,No,No,754967094184524412
Apartment in Paris,LivinParis | Luxury 3 Bedrooms Opera II,"€ 2,811 total",https://www.airbnb.comwww.airbnb.com/rooms/41576944?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_LVNov%2BLiYHkjQd0w&previous_page_section_name=1000,2,4.9 (256),Guest favorite,2024-09-02,2024-09-06,No,Yes,41576944
Apartment in Bonne-Nouvelle,Sublime 3 bedrooms Apartment Center of Paris,"€ 3,353 total",https://www.airbnb.comwww.airbnb.com/rooms/1146242378327112078?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141284_sZogj2hqWagl0saK&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1146242378327112078
Apartment in Bonne-Nouvelle,Appartement de Prestige - Paris 2eme,"€ 2,999 total",https://www.airbnb.comwww.airbnb.com/rooms/1143498875738630355?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_g7odTHkaD3dqLFwp&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1143498875738630355
Apartment in Les Halles,"1st district Louvre, Notre Dame, 8 guests - AC","€ 2,857 total",https://www.airbnb.comwww.airbnb.com/rooms/36069798?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_rYm1iqYb6uK8eEsX&previous_page_section_name=1000,2,4.78 (114),Superhost,2024-09-02,2024-09-06,Yes,No,36069798
Apartment in Opéra,Beautiful apartment 10 min from the Opera and the Louvre,"€ 2,008 total",https://www.airbnb.comwww.airbnb.com/rooms/38810726?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_BgrCLnc5pmx8kbN4&previous_page_section_name=1000,2,4.91 (53),Superhost,2024-09-02,2024-09-06,No,No,38810726
Apartment in Temple,Appartement familial central,"€ 2,001 total",https://www.airbnb.comwww.airbnb.com/rooms/1149769342584365034?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_vATg4HBu6kGXiu2o&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1149769342584365034
Apartment in Buttes-Chaumont,Sublim apart «la marquise »paris center 2 bathr,"€ 2,012 total",https://www.airbnb.comwww.airbnb.com/rooms/1110133375253872228?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_GtnVhSlQcU6PWBiI&previous_page_section_name=1000,2,4.9 (10),N/A,2024-09-02,2024-09-06,No,No,1110133375253872228
Apartment in Palais-Royal,Typical Parisian Flat#3Bedrooms#Opera#Louvre,"€ 3,719 total",https://www.airbnb.comwww.airbnb.com/rooms/1020172770222147363?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_Vm8pf74hZhzgNGwQ&previous_page_section_name=1000,2,4.83 (12),N/A,2024-09-02,2024-09-06,No,No,1020172770222147363
Apartment in Paris,Saint-Martin Loft,"€ 2,212 total",https://www.airbnb.comwww.airbnb.com/rooms/979433850459850299?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_JRF7RXjq8tDhByZb&previous_page_section_name=1000,2,4.86 (7),Superhost,2024-09-02,2024-09-06,No,No,979433850459850299
Apartment in Bonne-Nouvelle,Luxury central 3 bedrooms flat Grands Boulevards,"€ 2,394 total",https://www.airbnb.comwww.airbnb.com/rooms/751953833448138766?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_mCCmgza4muuGY0jm&previous_page_section_name=1000,2,4.41 (34),N/A,2024-09-02,2024-09-06,No,No,751953833448138766
Apartment in Palais-Royal,"Colonnade, 3br/2ba, 6 people","€ 3,248 total",https://www.airbnb.comwww.airbnb.com/rooms/903575193975931845?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_lOfMA0maJiiNSn6l&previous_page_section_name=1000,2,4.71 (7),Guest favorite,2024-09-02,2024-09-06,No,No,903575193975931845
Loft in Paris,200m2 - Parisian Authentic & Really Central Loft,"€ 4,247 total",https://www.airbnb.comwww.airbnb.com/rooms/1115710?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_jO6IBzwkLOZZRE8F&previous_page_section_name=1000,2,4.71 (246),N/A,2024-09-02,2024-09-06,No,No,1115710
Apartment in Place Vendôme,Charming Apt near Tuileries Garden/Arc de Triomphe,"€ 2,793 total",https://www.airbnb.comwww.airbnb.com/rooms/52312712?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_Eq4qFdjBLPdLAoS6&previous_page_section_name=1000,2,4.67 (85),N/A,2024-09-02,2024-09-06,No,No,52312712
Apartment in Bonne-Nouvelle,Charming apartment Center of Paris with terrace,"€ 2,587 total",https://www.airbnb.comwww.airbnb.com/rooms/696859416537324166?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_2XV40dTtikXUP01Q&previous_page_section_name=1000,2,4.81 (59),N/A,2024-09-02,2024-09-06,Yes,No,696859416537324166
Apartment in Bonne-Nouvelle,LivinParis | Luxury 2 Bedrooms Grand-Boulevard II,"€ 1,887 total",https://www.airbnb.comwww.airbnb.com/rooms/12584603?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_u6ShnaDTXciy%2BfKE&previous_page_section_name=1000,2,4.61 (286),N/A,2024-09-02,2024-09-06,No,Yes,12584603
Apartment in Temple,343 Suite Jad - Superb apartment in Paris,"€ 2,900 total",https://www.airbnb.comwww.airbnb.com/rooms/1040371242865130605?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_HYPqPAOjMvYYIbZn&previous_page_section_name=1000,2,4.86 (7),N/A,2024-09-02,2024-09-06,No,No,1040371242865130605
Apartment in Bonne-Nouvelle,Amazing Apartment - 8P/3BR -Sentier/Bonne,"€ 2,889 total",https://www.airbnb.comwww.airbnb.com/rooms/1133093614362483825?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_DRneDBREtlgvK%2Bwr&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1133093614362483825
Apartment in Les Halles,A Wonderful 3BR/3BA in Louvre / Saint Honoré,"€ 3,987 total",https://www.airbnb.comwww.airbnb.com/rooms/39367682?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_XHlfFw8wMtKy1PFk&previous_page_section_name=1000,2,4.67 (126),N/A,2024-09-02,2024-09-06,No,No,39367682
Apartment in Paris,The most beautiful apartment in the 2nd district,"€ 5,054 total",https://www.airbnb.comwww.airbnb.com/rooms/1107077130499002026?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_Uc%2BhGbFcfX2Mu54f&previous_page_section_name=1000,2,5.0 (10),Guest favorite,2024-09-02,2024-09-06,No,No,1107077130499002026
Apartment in Opéra,AMAZING LOFT 8P /5BRDM/3BTHS -PARIS /LA FAYETTE,"€ 3,269 total",https://www.airbnb.comwww.airbnb.com/rooms/46308484?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141292_wQFM%2Fnqz%2FWlX8os0&previous_page_section_name=1000,2,4.91 (221),Guest favorite,2024-09-02,2024-09-06,Yes,No,46308484
Apartment in Opéra,A Luxurious 3BR/3BA with A/C in Opéra-Bourse,"€ 4,192 total",https://www.airbnb.comwww.airbnb.com/rooms/792607630544924055?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_y6ITPntc%2B0t0r%2BDM&previous_page_section_name=1000,2,4.95 (42),Guest favorite,2024-09-02,2024-09-06,Yes,No,792607630544924055
Apartment in Opéra,RARE Chic Top-Floor Parisian Apt with Rooftop View,"€ 3,709 total",https://www.airbnb.comwww.airbnb.com/rooms/983754651962578185?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_eUyy6%2BIUv5rZ09Id&previous_page_section_name=1000,2,5.0 (39),Guest favorite,2024-09-02,2024-09-06,No,No,983754651962578185
Apartment in Temple,Charming family apartment in the heart of Paris,"€ 2,664 total",https://www.airbnb.comwww.airbnb.com/rooms/1104360353693109350?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_O8dpHMSEQ0tB9Ddf&previous_page_section_name=1000,2,5.0 (4),N/A,2024-09-02,2024-09-06,No,No,1104360353693109350
Apartment in Paris,Edgar Suites Grands Boulevards - Hauteville,"€ 2,890 total",https://www.airbnb.comwww.airbnb.com/rooms/44441869?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_m0xBCiGCtfdhGLoM&previous_page_section_name=1000,2,4.91 (139),Guest favorite,2024-09-02,2024-09-06,Yes,No,44441869
Apartment in Les Halles,Luxury 5 Bedroom 4 Bathroom - Louvre & Notre Dame,"€ 6,648 total",https://www.airbnb.comwww.airbnb.com/rooms/1069481718983399035?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_oxKk4xA2uW4pFE5g&previous_page_section_name=1000,2,4.71 (7),N/A,2024-09-02,2024-09-06,No,No,1069481718983399035
Apartment in Buttes-Montmartre,Big Apt Sacré Cœur & Moulin Rouge in Paris,"€ 2,399 total",https://www.airbnb.comwww.airbnb.com/rooms/775058258530157776?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_7pcG%2FHQMvwfFNng6&previous_page_section_name=1000,2,4.52 (23),N/A,2024-09-02,2024-09-06,No,No,775058258530157776
Apartment in Opéra,Beautiful apartment for 6 - Montorgueil,"€ 4,005 total",https://www.airbnb.comwww.airbnb.com/rooms/978729563600361272?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_uQczpOV4Qbokhr9O&previous_page_section_name=1000,2,4.89 (19),Guest favorite,2024-09-02,2024-09-06,No,No,978729563600361272
Apartment in Palais-Royal,Live the True Parisian Experience near The Louvre,"€ 2,219 total",https://www.airbnb.comwww.airbnb.com/rooms/1087647685540952579?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_dipp%2B9gW%2F6QiSVN6&previous_page_section_name=1000,2,4.43 (14),N/A,2024-09-02,2024-09-06,No,No,1087647685540952579
Apartment in Opéra,Luxury typical Parisian flat - 5 min from Louvre,"€ 2,830 total",https://www.airbnb.comwww.airbnb.com/rooms/1149236056061519646?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_mW0m9molVOA8rqjl&previous_page_section_name=1000,2,New,N/A,2024-09-02,2024-09-06,No,No,1149236056061519646
Apartment in Bonne-Nouvelle,216 Suite Vintage spirit - Superb Apartement,"€ 3,181 total",https://www.airbnb.comwww.airbnb.com/rooms/53530344?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_oj4Rby8vtUqiHz9N&previous_page_section_name=1000,2,4.87 (104),N/A,2024-09-02,2024-09-06,Yes,No,53530344
Apartment in Bonne-Nouvelle,LivinParis | Luxury 2 Bedrooms Grand-Boulevard I,"€ 1,740 total",https://www.airbnb.comwww.airbnb.com/rooms/12584340?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_IJGrY9ed2%2BWbAY2s&previous_page_section_name=1000,2,4.57 (220),N/A,2024-09-02,2024-09-06,No,Yes,12584340
Apartment in Folie-Méricourt,My Lovely Home,"€ 2,195 total",https://www.airbnb.comwww.airbnb.com/rooms/774520288635884228?adults=6&search_mode=regular_search&check_in=2024-09-02&check_out=2024-09-06&source_impression_id=p3_1716141300_ZWJoQQLg%2Fj96roZ7&previous_page_section_name=1000,2,4.9 (99),Superhost,2024-09-02,2024-09-06,No,No,774520288635884228
